ID,designation_header,strain_number_header,is_type_strain_header,species,genus
161967,,"JCM 17202",0,"Saccharospirillum sp.",Saccharospirillum
161968,,"JCM 17203",0,"Saccharospirillum sp.",Saccharospirillum
13485,"SA 233","DSM 44581, NRRL B-24137, JCM 13242, NBRC 101915",1,"Saccharothrix algeriensis",Saccharothrix
13479,"LL-BM 782Ce82, LL-BM 782Ce82 (American Cyanamid Co.)","DSM 43800, ATCC 31497, IAM 14291, IFO 14444, JCM 3370, NBRC 14444, NCIMB 13188, NRRL 11239, CGMCC 4.1355, IMSNU 21246, KACC 20020, KCTC 9193, KCTC 9388, VKM Ac-894",1,"Saccharothrix australiensis",Saccharothrix
105446,"STH00413(ZIMET), RH-2, ST 32415","HKI 0413",0,"Saccharothrix australiensis",Saccharothrix
105447,STH00418(ZIMET),"HKI 0418, IMI 130842",0,"Saccharothrix australiensis",Saccharothrix
105448,"STH00417(ZIMET), FSU-749, FSU-749R","HKI 0417",0,"Saccharothrix australiensis",Saccharothrix
105449,"STH00400(ZIMET), ScholerM213","HKI 0400, VKM F-1361",0,"Saccharothrix australiensis",Saccharothrix
105450,"STH00424(ZIMET), FSU-751, FSU-751 dto","HKI 0424, VKM F-1091",0,"Saccharothrix australiensis",Saccharothrix
105451,SF000749(FSU),,0,"Saccharothrix australiensis",Saccharothrix
105452,SF000750(FSU),,0,"Saccharothrix australiensis",Saccharothrix
105453,SF000751(FSU),,0,"Saccharothrix australiensis",Saccharothrix
130591,NEAU-yn17,"DSM 45878, CGMCC 4.7097, JCM 32496",1,"Saccharothrix carnea",Saccharothrix
13475,,"DSM 43679, ATCC 35108, INA 1335, JCM 3313, BCRC 13313, CGMCC 4.1356, IFO 14520, IMET 9602, IMSNU 21357, KCTC 9389, NBRC 14520, NRRL B-16115, VKM Ac-855",1,"Saccharothrix coeruleofusca",Saccharothrix
168127,"BMP B8144","KCTC 49001, CGMCC 4.7490",1,"Saccharothrix deserti",Saccharothrix
13488,"HM 537","DSM 45486, CCUG 63021, UTMC 537, UTMC 00537",1,"Saccharothrix ecbatanensis",Saccharothrix
13482,,"DSM 44229, ATCC 51144, IFO 15066, JCM 9112, NBRC 15066, NRRL 15764, CGMCC 4.1714, IMSNU 21342, KCTC 9392, VKM Ac-1969",1,"Saccharothrix espanaensis",Saccharothrix
13483,,"DSM 42033, UTMC 702",0,"Saccharothrix espanaensis",Saccharothrix
132872,MB46,"DSM 46886, CECT 9046",1,"Saccharothrix ghardaiensis",Saccharothrix
13487,Sa181,"DSM 45457, CCUG 60214",1,"Saccharothrix hoggarensis",Saccharothrix
132669,MB27,"DSM 46885, CECT 9045",1,"Saccharothrix isguenensis",Saccharothrix
13476,,"DSM 43749, ATCC 35109, INA 10222, JCM 3314, BCRC 13395, CGMCC 4.1357, HUT 6594, IFO 14522, IMET 9603, IMSNU 21359, KCTC 9394, NBRC 14522, NRRL B-16116, VKM Ac-907",1,"Saccharothrix longispora",Saccharothrix
132340,YIMLPA2h,"DSM 46881, CGMCC 4.7246, KCTC 39545, YIM LPA2h, JCM 30635",1,"Saccharothrix lopnurensis",Saccharothrix
169835,"NEAU S10","CCTCC AA 2020037, JCM 34800",1,"Saccharothrix luteola",Saccharothrix
13481,"M48-E 2655","DSM 40225, ATCC 23892, CBS 678.68, IFO 12847, ISP 5225, NBRC 12847, NRRL 2773, RIA 1167, JCM 4248, BCRC 13692, CGMCC 4.1351, IMSNU 21351, JCM 4630, KCTC 9395, NCIMB 9611, NCIMB 9801, VKM Ac-1848",1,"Saccharothrix mutabilis subsp. capreolus",Saccharothrix
13478,AAA-0025,"DSM 43853, ATCC 31520, IFO 14310, JCM 3380, NBRC 14310, BCRC 12528, CGMCC 4.1354, IFM 0240, IMSNU 21336, KCTC 9397, NRRL B-16077, VKM Ac-2023",1,"Saccharothrix mutabilis",Saccharothrix
13477,N838,"DSM 43386, IMRU 1593, CDC W2104",0,"Saccharothrix mutabilis subsp. mutabilis",Saccharothrix
169834,"SC 76","TBRC 14540, NBRC 115117",1,"Saccharothrix obliqua",Saccharothrix
24455,Sa152,"DSM 45456, CCUG 60213",1,"Saccharothrix saharensis",Saccharothrix
13489,Hhs.015,"DSM 45665, CGMCC 4.5627, KCTC 19722",0,"Saccharothrix yanglingensis",Saccharothrix
105435,"ST032949(HKI), S033",,0,"Saccharothrix sp.",Saccharothrix
105436,ST033077(HKI),,0,"Saccharothrix sp.",Saccharothrix
159540,,"DSM 45283, CPCC 202693",0,"Saccharothrix sp.",Saccharothrix
105437,ST033137(HKI),,0,"Saccharothrix sp.",Saccharothrix
105438,"ST019848(HKI), F025, P37, BI 09420, DoHKI6",,0,"Saccharothrix sp.",Saccharothrix
105439,ST033164(HKI),,0,"Saccharothrix sp.",Saccharothrix
105440,"ST032942(HKI), S025",,0,"Saccharothrix sp.",Saccharothrix
105441,ST027440(HKI),,0,"Saccharothrix sp.",Saccharothrix
140935,D34,"JCM 30560, ACCC 19714",1,"Saccharothrix stipae",Saccharothrix
13480,,"DSM 43886, ATCC 51364, IFO 14523, IMET 9675, INA 2240, JCM 6844, NBRC 14523, BCRC 16262, CGMCC 4.1716, KCTC 9398, NRRL B-16468, VKM Ac-1858",1,"Saccharothrix syringae",Saccharothrix
105442,"STH00369(ZIMET), GT20024029","HKI 0369, NCIMB 14061, JCM 14326, VTT E-032285",0,"Myceligenerans crystallogenes",Myceligenerans
105443,"STH00372(ZIMET), ST 26558, GT20024021","HKI 0372, VTT E-032289",0,"Saccharothrix syringae",Saccharothrix
105444,"STH00370(ZIMET), ST 27023","HKI 0370, VTT E-032287",0,"Saccharothrix syringae",Saccharothrix
105445,"STH00371(ZIMET), ST 26567, GT20024030","HKI 0371, VTT E-032288",0,"Saccharothrix syringae",Saccharothrix
130592,SA198,"DSM 45947, CECT 8640",1,"Saccharothrix tamanrassetensis",Saccharothrix
13484,,"DSM 44231, ATCC 51593, IFO 14971, JCM 9113, NBRC 14971, NCIMB 13186, NRRL B-16134, CGMCC 4.1713, IMSNU 21343, KCTC 9399, VKM Ac-1968",1,"Saccharothrix texasensis",Saccharothrix
13491,D409-5,"DSM 43911, ATCC 31203, IFO 14104, JCM 3273, KCC A-0273, NBRC 14104, NRRL B-16296, BCRC 12047",1,"Saccharothrix variisporea",Saccharothrix
13490,"YU 692-1","DSM 45084, KCTC 19326, NBRC 102064, JCM 16955",1,"Saccharothrix violaceirubra",Saccharothrix
13486,PYX-6,"DSM 44896, AS 4.1731, JCM 12329, CGMCC 4.1731, NBRC 101911, NRRL B-24321",1,"Saccharothrix xinjiangensis",Saccharothrix
168540,CNM695-12,"CECT 9208, DSM 104959",1,"Saezia sanguinis",Saezia
131262,F028-2,"DSM 102235, JCM 17627, KCTC 23543",1,"Sagittula marina",Sagittula
168478,M10.9X,"CECT 30307, DSM 112301",1,"Sagittula salina",Sagittula
13789,"E 37, E-37","DSM 11524, ATCC 700073, CIP 105237, CIP 105724",1,"Sagittula stellata",Sagittula
1680,Se-3111,"DSM 13521, JCM 13524, NBRC 104395, NRRL B-24118",1,"Salana multivorans",Salana
139863,Se-13111,"DSM 14343",0,"Salana multivorans",Salana
160625,RR3-28,"DSM 107947, KCTC 52649",1,"Salaquimonas pukyongi",Salaquimonas
161761,,"JCM 16327, CECT 7563",1,"Salarchaeum japonicum",Salarchaeum
5643,,"DSM 23515, KCTC 12560, KMM 7019, LMG 23205",1,"Salegentibacter agarivorans",Salegentibacter
156749,,"CCUG 64793, KCTC 24000",1,"Salegentibacter chungangensis",Salegentibacter
24033,HD4,"DSM 24579, CICC 10466, NRRL B-59666",1,"Salegentibacter echinorum",Salegentibacter
5640,"Fg 69","DSM 17794, CIP 107843, KMM 6000",1,"Salegentibacter flavus",Salegentibacter
131115,"Fg 69","DSM 22702, CIP 107843, KMM 6000",1,"Salegentibacter flavus",Salegentibacter
5641,,"DSM 23405, KMM 3524, LMG 21968, NBRC 100249, CIP 108846",1,"Salegentibacter holothuriorum",Salegentibacter
166959,LM13S,"GDMCC 1.2643, KCTC 82861",1,"Salegentibacter lacus",Salegentibacter
170196,F63223,"KCTC 82417, MCCC 1H00433",1,"Salegentibacter maritimus",Salegentibacter
5642,,"DSM 23404, KCTC 12263, KMM 6049, LMG 22584, NBRC 100592",1,"Salegentibacter mishustinae",Salegentibacter
5644,ISL-6,"DSM 23401, CCUG 54355, KCTC 12974",1,"Salegentibacter salarius",Salegentibacter
5639,,"DSM 5424, ACAM 48, ATCC 51522, CCUG 33447, LMG 13193, CIP 104041",1,"Salegentibacter salegens",Salegentibacter
5645,ISL-4,"DSM 23400, CCUG 54354, KCTC 12975",1,"Salegentibacter salinarum",Salegentibacter
159784,K5023,"KCTC 52477, MCCC 1H00173",1,"Salegentibacter sediminis",Salegentibacter
169589,"Hel_I_6, Hel1_6","DSM 29408",0,"Salegentibacter sp.",Salegentibacter
166891,JZCK2,"KCTC 82862, GDMCC 1.2621",1,"Salegentibacter tibetensis",Salegentibacter
140592,JZ3C34,"KCTC 52047, MCCC 1K02288",1,"Salibacter halophilus",Salibacter
132869,KSW-1,"DSM 19412",1,"Salibacter luridus",Salibacter
1284,17-5,"DSM 18341, CGMCC 1.3227",1,"Salibacterium aidingense",Salibacterium
1298,,"DSM 21373, LMG 24571, MSS 4",1,"Salibacterium halochares",Salibacterium
158766,GSS13,"KCTC 33792, MCCC 1K00567",1,"Salibacterium lacus",Salibacterium
159796,SMB4,"MTCC 12633, KCTC 33876, JCM 32187",1,"Salibacterium nitratireducens",Salibacterium
1276,CM1,"DSM 21621, CGMCC 1.6134, JCM 14087, CIP 109642",1,"Salibacterium qingdaonense",Salibacterium
1246,"BH 169","DSM 16461, CIP 109218, KCTC 3912, DSM 28800",1,"Salibacterium salarium",Salibacterium
167932,WDS4C29,"MCCC 1H00175, KCTC 52541",1,"Salibaculum griseiflavum",Salibaculum
166555,WDS1C4,"MCCC 1H00179, KCTC 52542",1,"Salibaculum halophilum",Salibaculum
160200,NKC5-3,"DSM 111417",0,"Salicibibacter cibarius",Salicibibacter
160429,NKC21-4,"DSM 111418",0,"Salicibibacter cibi",Salicibibacter
164556,,"JCM 33437, KACC 21230",1,"Salicibibacter halophilus",Salicibibacter
166568,NKC1-1,"CECT 9537, KCCM 43276",1,"Salicibibacter kimchii",Salicibibacter
134190,7Sm5,"CECT 7107, CIP 108835",1,"Salicola marasensis",Salicola
135404,7Sm5,"CIP 108835, CECT 7107",1,"Salicola marasensis",Salicola
170068,"B 2","LMG 23122, CECT 7106",1,"Salicola salis",Salicola
167200,,"CMPUJ U095, CECT 30006",1,"Salifodinibacter halophilus",Salifodinibacter
132562,J11Y309,"DSM 46875, CGMCC 4.7242, LMG 29297",1,"Salilacibacter albus",Salilacibacter
22968,Zn2,"DSM 24770, JCM 17796",1,"Salimesophilobacter vulgaris",Salimesophilobacter
1549,"HK 733), HK 733","DSM 20748, ATCC 49811, CCM 3517, IAM 12845, JCM 2574, CIP 104820, LMG 17430, NBRC 102360, VKM Ac-1949",1,"Salimicrobium album",Salimicrobium
163364,,"JCM 2575, CCM 3522, IAM 13415",0,"Salimicrobium album",Salimicrobium
163365,,"JCM 2576, CCM 3718, IAM 13416",0,"Salimicrobium album",Salimicrobium
100119,ST033291(HKI),,0,"Salimicrobium album",Salimicrobium
1551,ISL-25,"DSM 23127, CCUG 56755, KCTC 13260, ISL -25",1,"Salimicrobium flavidum",Salimicrobium
1550,N32-2,"DSM 4771, ATCC 49085, CCM 4074, HAMBI 2106, JCM 12305, LMG 17942, IAM 14939, NBRC 102426",1,"Salimicrobium halophilum",Salimicrobium
140081,MJ3,"DSM 105371, JCM 19758, KACC 16972",1,"Salimicrobium jeotgali",Salimicrobium
134252,BY-5,"KCTC 3989, CIP 108918",1,"Salimicrobium luteum",Salimicrobium
1552,29CMI,"DSM 22782, CECT 7568, JCM 16414, LMG 25386",1,"Salimicrobium salexigens",Salimicrobium
161771,,"JCM 16415",0,"Salimicrobium salexigens",Salimicrobium
11266,CXB832,"DSM 45442, LMG 25567, JCM 17137",1,"Salinactinospora qingdaonensis",Salinactinospora
164643,,"JCM 33751, CGMCC 1.16692",1,"Salinadaptatus halalkaliphilus",Salinadaptatus
140648,MC-74,"JCM 19597, KCTC 4262",1,"Salinarchaeum chitinilyticum",Salinarchaeum
161992,,"JCM 17267, CGMCC 1.10590",1,"Salinarchaeum laminariae",Salinarchaeum
1830,SL014B-41A4,"DSM 22962, CGMCC 1.9161",1,"Salinarimonas ramus",Salinarimonas
1829,,"DSM 21201, CCTCC AA 208038, KCTC 22346, YIM YD3",1,"Salinarimonas rosea",Salinarimonas
168246,BN140002,"KCTC 42643, CCTCC AB 2017173",1,"Salinarimonas soli",Salinarimonas
137386,25-7,"CIP 108752, JCM 12389, AS 1.3565, CGMCC 1.3565",1,"Salinibacillus aidingensis",Salinibacillus
131165,SD-17F,"DSM 19421",0,"Salinibacillus sp.",Salinibacillus
134051,J4,"CGMCC 1.12331, JCM 18732",1,"Salinibacillus xinjiangensis",Salinibacillus
169099,AN15,"IBRC-M 11031, CECT 9105",1,"Salinibacter altiplanensis",Salinibacter
170765,NZ140T,"ICMP 24464, CECT 30523",1,"Salinibacter grassmerensis",Salinibacter
133715,,"IBRC-M 10036, CGMCC 1.11003, CB 7",1,"Salinivenus iranica",Salinivenus
133716,DGO,"IBRC-M 10423, CGMCC 1.11002",1,"Salinivenus lutea",Salinivenus
17796,M31,"DSM 13855, CECT 5946, CIP 107417",1,"Salinibacter ruber",Salinibacter
133048,KA,"DSM 22369",0,"Salinibacter sp.",Salinibacter
7488,,"DSM 16400, KCTC 9931, KMM 3673, JCM 12362, CIP 108377, IAM 15155, NBRC 100448",1,"Salinibacterium amurskyense",Salinibacterium
158492,194,"DSM 106171, CGMCC 1.16371",1,"Salinibacterium hongtaonis",Salinibacterium
160302,NMR2-II61T,"DSM 22513",0,"Salinibacterium sp.",Salinibacterium
169335,,"DSM 103837, NCCP 695, YIM K30372",0,"Salinibacterium sp.",Salinibacterium
7489,0543,"DSM 22272, CGMCC 1.5381, JCM 13926",1,"Salinibacterium xinjiangense",Salinibacterium
163950,,"JCM 31107, CGMCC 1.15328",1,"Salinibaculum litoreum",Salinibaculum
168453,WDS2A16A,"KCTC 52225, MCCC 1H00139",1,"Salinibius halmophilus",Salinibius
14437,YIM-Y21,"DSM 19776, CCTCC AA 207024, KCTC 13192",1,"Salinicoccus albus",Salinicoccus
14428,T8,"DSM 16010, AS 1.2691, JCM 11311, ATCC BAA-722, CGMCC 1.2691, CIP 107622, KCTC 13928",1,"Salinicoccus alkaliphilus",Salinicoccus
133151,JC304,"KCTC 33661, LMG 28757",1,"Salinicoccus amylolyticus",Salinicoccus
14438,Crm,"DSM 23852, JCM 15796, KCTC 13301",1,"Salinicoccus carnicancri",Salinicoccus
167210,CT19,"KCTC 43022, CCM 8886, MCC 3834",1,"Salinicoccus cyprini",Salinicoccus
23291,JC90,"DSM 25286, KCTC 13894",1,"Salinicoccus halitifaciens",Salinicoccus
14435,W24,"DSM 19336, CGMCC 1.6501",1,"Salinicoccus halodurans",Salinicoccus
14426,J-82,"DSM 5352, ATCC 49259, CCM 4148, CCUG 43288, JCM 14631, CIP 104760, NCIMB 12836",1,"Salinicoccus hispanicus",Salinicoccus
14434,QW6,"DSM 18903, CCM 7448, JCM 19027, CCUG 56052",1,"Salinicoccus iranensis",Salinicoccus
14430,S2R53-5,"DSM 22324, KCTC 13030, LMG 23640, JCM 16981",1,"Salinicoccus jeotgali",Salinicoccus
14439,K164,"DSM 23173, CGMCC 1.10337",1,"Lacicoccus kekensis",Lacicoccus
14433,,"DSM 17847, CGMCC 1.6302, YIM Y15",1,"Salinicoccus kunmingensis",Salinicoccus
14431,,"DSM 17002, CGMCC 1.6511, JCM 19028, KCTC 3941, YIM 70202, CIP 109745",1,"Salinicoccus luteus",Salinicoccus
23290,ZXM223,"DSM 27102, CGMCC 1.8895, LMG 24855",1,"Salinicoccus qingdaonensis",Salinicoccus
14427,9,"CCUG 43291, DSM 5351, ATCC 49258, CCM 3516, JCM 14630, CIP 104761, NCIMB 12835",1,"Salinicoccus roseus",Salinicoccus
151107,,"CCUG 43289, CCM 168",0,"Salinicoccus roseus",Salinicoccus
151108,,"CCUG 43290, CCM 1405",0,"Salinicoccus roseus",Salinicoccus
14436,YIM-C678,"DSM 17846, CGMCC 1.6299",1,"Lacicoccus salitudinis",Lacicoccus
14429,,"DSM 19496, CIP 108576, LMG 22840",1,"Salinicoccus salsiraiae",Salinicoccus
163699,,"JCM 30061, DSM 28797, MTCC 11832",1,"Salinicoccus sediminis",Salinicoccus
14440,CC-SPL15-2,"DSM 23267, CCM 7756, JCM 19029, CCUG 59210, CC SPL15-2",1,"Salinicoccus sesuvii",Salinicoccus
14432,PN1-2,"DSM 21576, JCM 12822, PCU 242, TISTR 1562, CIP 109726",1,"Salinicoccus siamensis",Salinicoccus
169503,,"DSM 28992, JCM 18929, KCTC 33089, NCCP 705",0,"Salinicoccus sp.",Salinicoccus
163786,,"JCM 30412, LMG 28587",1,"Salinicola acroporae",Salinicola
166091,CPA62,"UCCCB97, CECT 9339, LMG 30108",1,"Salinicola aestuarinus",Salinicola
166378,L3,"CGMCC 1.17272, KCTC 72572",1,"Salinicola corii",Salinicola
166092,CPA92,"UCCCB98, CECT 9340, LMG 30109",1,"Salinicola endophyticus",Salinicola
166090,CPA60,"UCCCB96, CECT 9338, LMG 30107",1,"Salinicola halimionae",Salinicola
132891,CG4.1,"DSM 14325, CECT 5903, LMG 23626, UCCCB105, CG 4.1, CIP 109715",1,"Salinicola halophilus",Salinicola
166093,CR45,"UCCCB99, CECT 9341, LMG 30105",1,"Salinicola halophyticus",Salinicola
166094,CR50,"UCCCB100, CECT 9342, LMG 30106",1,"Salinicola lusitanus",Salinicola
162296,DY22,"JCM 18795, CGMCC 1.12381, UCCCB104",1,"Salinicola peritrichatus",Salinicola
140936,MSSRFH1,"KCTC 32998, NBRC 110222",1,"Salinicola rhizosphaerae",Salinicola
6080,M27,"DSM 18044, CIP 109895, KCTC 12664, UCCCB106",1,"Salinicola salarius",Salinicola
6081,SMB35,"DSM 19940, VKM B-2397, UCCCB107",1,"Salinicola socius",Salinicola
132169,"ID 94-702, ID 02-1109, ID 04-616","DSM 28543, BAS 10",0,"Salinicola sp.",Salinicola
163585,,"JCM 28730",0,"Salinicola sp.",Salinicola
140066,PMC2-6,"DSM 22156",0,"Salinicola sp.",Salinicola
140612,F01,"KCTC 42855, CCTCC AB 2015304",1,"Salinicola tamaricis",Salinicola
24097,N4,"DSM 22730, CCTCC AB 2012912, KACC 16602, UCCCB108",1,"Salinicola zeshunii",Salinicola
24451,H53,"DSM 45606, CCUG 63370, CECT 8304",1,"Salinifilum ghardaiense",Salinifilum
141050,Miq-12,"IBRCM 11033, LMG 28390",1,"Salinifilum proteinilyticum",Salinifilum
163752,,"JCM 30238, CGMCC 1.12860",1,"Salinigranum halophilum",Salinigranum
163754,,"JCM 30240, CGMCC 1.12867",0,"Salinigranum halophilum",Salinigranum
164603,,"JCM 33557, CGMCC 1.13779",0,"Salinigranum halophilum",Salinigranum
161941,,"JCM 17116, CGMCC 1.10385",1,"Salinigranum rubrum",Salinigranum
140643,YJ-50-S2,"JCM 30033, CGMCC 1.12572",1,"Salinigranum salinum",Salinigranum
24516,ISL-46,"DSM 27842, CCUG 56758, KCTC 22485, ISL -46",1,"Salinihabitans flavidus",Salinihabitans
5733,HY1,"DSM 23553, CGMCC 1.6101, JCM 14015, CIP 109554",1,"Salinimicrobium catena",Salinimicrobium
140792,X7,"KCTC 42585, MCCC 1H00115",1,"Salinimicrobium flavum",Salinimicrobium
133731,BB-My20,"KCTC 23579, CCUG 60898, KCTC 23579T",1,"Salinimicrobium gaetbulicola",Salinimicrobium
133600,,"KCTC 12719, LMG 25395, KMM 6270, KCTC 23286",1,"Salinimicrobium marinum",Salinimicrobium
167787,J15B81-2,"KCTC 72867, MCCC 1H00410",1,"Salinimicrobium nanhaiense",Salinimicrobium
167768,J15B91,"MCCC 1H00411, KCTC 72869",1,"Salinimicrobium oceani",Salinimicrobium
170803,MT39,"MCCC 1K07832, KCTC 92381",1,"Salinimicrobium profundisediminis",Salinimicrobium
167652,JC207,"CGMCC 1.12641, KCTC 32444",1,"Salinimicrobium sediminis",Salinimicrobium
156750,,"CCUG 64794, KCTC 32163",1,"Salinimicrobium soli",Salinimicrobium
161732,,"JCM 16150",0,"Salinimicrobium sp.",Salinimicrobium
161752,,"JCM 16308",0,"Salinimicrobium sp.",Salinimicrobium
5735,YIM-C338,"DSM 17865, CGMCC 1.6308",1,"Salinimicrobium terrae",Salinimicrobium
170802,HN-2-9-2,"KCTC 82934, NBRC 115920",1,"Salinimicrobium tongyeongense",Salinimicrobium
5734,BH206,"DSM 19287, KCTC 12883",1,"Salinimicrobium xinjiangense",Salinimicrobium
471,"BH030046, 25.101","DSM 16280, KCTC 12239",1,"Alteromonas chungwhensis",Alteromonas
156215,,"CCUG 60743, KCTC 23464",1,"Alteromonas lutimaris",Alteromonas
159822,N102,"MCCC 1K03497, KCTC 62440., KCTC 62440",1,"Alteromonas alterisediminis",Alteromonas
169021,Miq-4,"LMG 28391, IBRC-M 10908",1,"Salininema proteolyticum",Salininema
132265,,"DSM 103380, CCTCC AA 2013002, KACC 17683, NRRL B-24926, TRM 49201",0,"Salininema proteolyticum",Salininema
167381,HMF8227,"KCTC 62462, NBRC 113230T, NBRC 113230",1,"Saliniradius amylolyticus",Saliniradius
164143,,"JCM 31876, DSM 102886",1,"Saliniramus fredricksonii",Saliniramus
133719,AM11-6,"NBRC 101268, NCIMB 14607",1,"Salinirepens amamiensis",Salinirepens
158814,ZS-35-S2,"CGMCC 1.12551, JCM 30036",1,"Salinirubellus salinus",Salinirubellus
162277,,"JCM 18649, CGMCC 1.12237",1,"Salinirubrum litoreum",Salinirubrum
162274,,"JCM 18646, CGMCC 1.12234",1,"Salinirussus salinus",Salinirussus
158649,,"MCCC 1K03246, KCTC 52640, CCMM 005, JCM 31813",1,"Salinisphaera aquimarina",Salinisphaera
17787,CL-ES53,"DSM 19549, KCCM 90064",1,"Salinisphaera dokdonensis",Salinisphaera
17789,,"DSM 24264, CCTCC AB 2011132, JCM 17431, YIM 95161",1,"Salinisphaera halophila",Salinisphaera
17788,,"DSM 21483, JCM 15514, EPR 70",1,"Salinisphaera hydrothermalis",Salinisphaera
133949,YTM-1,"JCM 18087, CECT 8012",1,"Salinisphaera japonica",Salinisphaera
133667,MK-B5,"KCTC 23198, JCM 17073",1,"Salinisphaera orenii",Salinisphaera
17786,E1L3A,"DSM 14853, JCM 11575",1,"Salinisphaera shabanensis",Salinisphaera
130689,L21-RPul-D2,"DSM 27196, JCM 18663",1,"Salinispira pacifica",Salinispira
168069,GCWy1,"IBRC-M 10765, CECT 8342",1,"Salinispirillum marinum",Salinispirillum
8027,,"DSM 44819, ATCC BAA-917, CIP 108942, JCM 13856, CNH 643, BCRC 16821, NBRC 105043",1,"Salinispora arenicola",Salinispora
167407,CNY-202,"DSM 108615, CECT 9739",1,"Salinispora cortesiana",Salinispora
167405,CNT-569,"DSM 108614, CECT 9740",1,"Salinispora fenicalii",Salinispora
167403,CNY-666,"DSM 108616, CECT 9738",1,"Salinispora goodfellowii",Salinispora
23430,CNT-150,"DSM 45549",1,"Salinispora mooreana",Salinispora
23428,CNT-138,"DSM 45547",0,"Salinispora oceanensis",Salinispora
23122,CNR-114,"DSM 45820, JCM 31215, KACC 17160, CNR 114, NBRC 109968",1,"Salinispora pacifica",Salinispora
23425,CNS-863,"DSM 45543",0,"Salinispora pacifica",Salinispora
23426,CNS-960,"DSM 45544",0,"Salinispora pacifica",Salinispora
23427,CNT-133,"DSM 45546",0,"Salinispora pacifica",Salinispora
8026,,"DSM 44818, ATCC BAA-916, CIP 108943, JCM 13857, CNB 440, BCRC 16822, NBRC 105044",1,"Salinispora tropica",Salinispora
23429,CNT-148,"DSM 45548",0,"Salinispora vitiensis",Salinispora
168577,R4S8,"CECT 8506, IBRC-M 10813",1,"Salinithrix halophila",Salinithrix
17241,,"DSM 11403, ATCC 33508, NCIMB 701, CCUG 20305, JCM 15095, BCRC 12910, CAIM 910, CCM 3575, CECT 4059, CGMCC 1.2322, CIP 103310, LMG 11651, LMG 6460, NCCB 77008",1,"Vibrio costicola",Vibrio
134498,,"CIP 63.39, CCM 2811, NCIMB 1001",0,"Vibrio costicola",Vibrio
143576,,"CCUG 20306",0,"Vibrio costicola",Vibrio
17243,18AG,"DSM 16359, ATCC BAA-952, CAIM 741",1,"Salinivibrio costicola subsp. alcaliphilus",Salinivibrio
17242,DV,"DSM 8285, CAIM 735, JCM 15096, CIP 106635, LMG 23654, NCIMB 13669",1,"Salinivibrio costicola subsp. vallismortis",Salinivibrio
168926,AL184,"CECT 9177, LMG 29817",1,"Salinivibrio kushneri",Salinivibrio
17245,AF-2004,"DSM 19052, CIP 109598",1,"Salinivibrio proteolyticus",Salinivibrio
17247,"B, BAG","DSM 18182, ATCC BAA-1319, JCM 19030",1,"Salinivibrio sharmensis",Salinivibrio
17246,ND1-1,"DSM 26187, JCM 14472, PCU 301, TISTR 1810",1,"Salinivibrio siamensis",Salinivibrio
17244,Bb,"DSM 18183",0,"Salinivibrio sp.",Salinivibrio
133066,L21-Spi-D4,"DSM 27204, JCM 31231, KCTC 15528",1,"Salinivirga cyanobacteriivorans",Salinivirga
140600,YCWB25,"MCCC 1K00272, LMG 25394",1,"Salinovum rubellum",Salinovum
1120,"PN 105, AC 13","DSM 8721, ATCC 700163, CIP 105302",1,"Salipaludibacillus agaradhaerens",Salipaludibacillus
1121,"PN 106, K 320","DSM 9778",0,"Salipaludibacillus agaradhaerens",Salipaludibacillus
1122,"PN 107, K 316","DSM 9779",0,"Salipaludibacillus agaradhaerens",Salipaludibacillus
1123,"PN 108, AC 59","DSM 9780",0,"Salipaludibacillus agaradhaerens",Salipaludibacillus
140829,S9,"KCTC 33633, LMG 28644",1,"Salipaludibacillus aurantiacus",Salipaludibacillus
159861,GASy1,"IBRC M 10902, LMG 28385",1,"Salipaludibacillus halalkaliphilus",Salipaludibacillus
167228,KQ-­12,"KCTC 33935, ACCC 60430",1,"Salipaludibacillus keqinensis",Salipaludibacillus
1293,,"DSM 19794, CCTCC AB 207161, KCTC 13187, JSM 071004",1,"Salipaludibacillus neizhouensis",Salipaludibacillus
141051,,"KCTC 4228T, CGMCC 1.15824, DSM 101065, KCTC 4228, YIM 93745, JCM 17436",1,"Saliphagus infecundisoli",Saliphagus
